Timestamp,Title,Theme,Summary
"February 10, 2021 08:00 am ET",Americans Heating Outdoor Spaces Have Fired Up Propane Prices,Business,"Propane prices have risen more than 70% this winter thanks to an explosion in patio heating and booming exports to Asia. Prices are up more than fourfold from the March bottom, when cold-weather outdoor dining hadn’t been contemplated."
"February 1, 2021 02:58 pm ET",Wintry Weather Lifts Natural-Gas Prices,Gas Markets,"Natural-gas futures are 57% higher than a year ago, when the weather was uncommonly warm, yet still about 15% below the price to start this heating season."
"January 31, 2021 05:24 pm ET",Opinion: Will Biden Choose Paris Over Bismarck and Pierre?,Commentary,"To hold his climate vows, he’ll have to downsize the fossil fuels industry aggressively—costing jobs."
"January 28, 2021 05:31 pm ET",Opinion: Insurance Rates Show LNG Shipment Is Safe,Letters,Claiming that LNG poses an unreasonable safety risk is wrong—nothing could be further from the truth.
"January 28, 2021 11:25 am ET",Ship Operators Seek Calmer U.S. Trade Waters Under Biden,Shipping Matters,"Carrier executives say sanctions, trade turmoil under Trump undercut planning and fueled uncertainty in maritime operations."
"January 21, 2021 03:42 pm ET",Opinion: Biden Would Be Right to Ban LNG Terminal,Letters,"Blocking this project from moving forward should, indeed, be an easy call."
"January 17, 2021 09:26 pm ET",Record Liquefied Natural Gas Prices in Asia Won’t Last,Heard on the Street,"A cold snap and a supply crunch have created a perfect storm for liquefied natural gas prices in Asia, but investors in the sector should be aware that the pendulum is likely to swing the other way soon."
"January 15, 2021 07:28 am ET",Australia Considers Outback Quarantine Camps,World,"Aggressive quarantine programs have kept the coronavirus at bay in Australia, but as contagious new Covid-19 strains threaten that success, one leader wants to house returned travelers far from cities, in Outback camps where temperatures can top 100 degrees."
"January 11, 2021 11:39 pm ET","Emerging and Growth Markets, January 9th 2021",Frontiers Blog,A weekly roundup of key news affecting emerging and growth markets from the Wall Street Journal and beyond.
"January 11, 2021 05:25 am ET",Cold Snap Sparks Record Rise in Natural Gas Prices in Asia,U.S.,"A blast of cold weather in northeast Asia and a shortage of ships for transporting gas have sparked a scramble for cargoes of liquefied natural gas, igniting a steep rise in prices."
"January 10, 2021 05:53 pm ET",Opinion: Biden’s First Fracking Test,Review & Outlook,Will he allow a proposed port for LNG to go through as planned?
"December 24, 2020 09:44 am ET","Gas Is Cleaner Than Oil, But It Still Has a Transition Problem",Heard on the Street,"As a relatively clean fossil fuel, natural gas will play a useful role for years to come. It is less certain that it will be a profitable one."
"December 21, 2020 06:33 am ET",Shell Signals Another Poor Quarter for Oil Majors,Business,"Shell said it would write down the value of its assets by up to $4.5 billion and warned of another set of poor earnings for the fourth quarter, showing how the oil-and-gas industry continues to struggle amid the fallout of the pandemic."
"December 9, 2020 04:28 pm ET","Natural Gas, Propane Are Early Winners in Quest for Clean Ship Fuels",Logistics Report,Natural gas and propane are emerging as the leading choices for fuel sources to power vessels for shipping companies moving to slash carbon emissions in their operations.
"November 26, 2020 12:00 pm ET",U.K.’s Centrica Seeks to Sell Liquefied Natural Gas Portfolio,Gas Markets,"The energy supplier is trying to sell its portfolio of LNG supply contracts and other assets, according to people familiar with the matter, as it seeks to simplify its operations amid volatile LNG prices."
"November 19, 2020 11:28 am ET",Natural Gas Heads Into Winter Looking Bloated,Heard on the Street,"Oil is the commodity with a cartel, but in the U.S., natural-gas producers are the ones showing cartel-like discipline this year. That firmness will be key as the country enters the winter with high levels of natural gas in storage."
"November 4, 2020 04:13 pm ET",Cold Weather Thaws Natural-Gas Prices,Commodities,Winter’s approach and a lot of working from home have lifted natural-gas prices to more than double their summer lows.
"November 3, 2020 04:49 pm ET",French Power Company Drops U.S. LNG Deal,Business,Engie’s decision to halt negotiations with LNG exporter NextDecade follows reports of pressure from the French government over methane concerns.
"October 29, 2020 09:22 am ET","Shell Tries to Woo Investors With Dividend Raise, Promise of Future Payouts",Business,"Shell reported a small profit, raised its dividend and said it planned to increase shareholder payouts, offering an upbeat assessment of its ability to weather the pandemic-inspired demand shock that has kept oil prices weak."
"October 8, 2020 02:14 pm ET",Russia’s Siberian Waters See Record Ship Traffic as Ice Melt Accelerates,Logistics Report,"The Arctic has gone through its warmest summer on record, and with the ice melting, more ships than ever are sailing along Russia’s Siberian coast, underscoring its role as a growing energy transport corridor and potential as a new ocean trade route."
"October 1, 2020 06:10 pm ET",Pandemic Pain Persists for Big Oil Companies,Business,Major oil companies signaled they remain under extreme financial pressure and oil prices slid Thursday as demand for fossil fuels rebounds slowly after being crushed by the coronavirus pandemic.
"September 30, 2020 03:14 pm ET",Oil Giant Total Pledges Renewable Power Push,Business,"Total SA pledged to ramp up its spending on renewable energy and reduce its dependence on petroleum, the latest move by a major oil company toward cleaner power."
"September 30, 2020 07:28 am ET","Shell to Cut Up to 9,000 Jobs",Business,"Royal Dutch Shell said it would cut up to 9,000 jobs in a broad restructuring, as the energy giant grapples with the ongoing fallout of the pandemic."
"September 28, 2020 01:12 pm ET","CFTC Nominee Traded Stocks, Options While in Government",Financial Regulation,President Trump’s nominee to the agency that regulates the vast derivatives market traded extensively in stocks and options during his more than three years in government.
"September 25, 2020 09:48 am ET",PE Daily: SEC Scrutinizes SPACs | Alaska Permanent Fund’s Stock Boost | Hastings’s Co-Investment Pool,Pro PE Newsletter,"This year, investors, including a number of private-equity folks, have been forming blank-check companies at breakneck speed. All the frenzy has attracted regulatory attention, as Dave Michaels and Alexander Osipovich reported yesterday for The Wall Street Journal. Comments by SEC Chairman Jay Clayton sparked a sharp, albeit temporary, selloff in SPAC shares yesterday. Specifically, Mr. Clayton said his agency is focused on the incentives and compensation for SPAC sponsors. We’ll see if his comments throw any cold water on this year’s SPAC fire."
"September 16, 2020 06:21 am ET",U.S. Gas Exporters Eye Europe’s Surging Prices,Commodities,"Natural-gas prices have surged in Europe, offering good news for exporters that invested in infrastructure for shipping it over the past decade, only to contend with a collapse in sales when the pandemic struck."
"September 11, 2020 11:02 am ET",The New Geopolitics of Energy,The Saturday Essay,Power is shifting from longtime oil giants like Russia and Saudi Arabia to innovators like China—and maybe the U.S.
"September 9, 2020 05:30 am ET","NBA Bubble Works for Actors and Utility Workers, Too",Business,There are lessons in the successes of quarantine bubbles like the NBA’s that could shape how some companies ramp back up as U.S. coronavirus cases continue to climb.
"August 31, 2020 03:43 pm ET",Natural-Gas Prices Turn Lower,Gas Markets,Prices of natural gas were dragged down by cooler-than-expected weather and reduced demand for gas-powered cooling as the end of summer approaches.
"August 27, 2020 05:19 pm ET",America’s Energy Corridor Narrowly Averts Direct Hit From Laura,Business,"Hurricane Laura appeared to narrowly miss the heart of America’s fuel-making and chemicals infrastructure along the Gulf Coast, where companies and officials were assessing damage Thursday morning."
"August 26, 2020 04:11 pm ET",U.S.’s Fuel-Making Corridor Prepares for Hurricane Laura,U.S.,"Refineries, petrochemical facilities and ports along the Gulf Coast were closing as the hurricane strengthened to a Category 4 storm with 140-mile-an-hour winds barreling toward the Texas-Louisiana border."
"August 24, 2020 05:00 pm ET",Blackstone Nets $5 Billion From Cheniere Stake Sale,Pro PE Exits,Blackstone Group is selling a stake in liquefied natural gas exporter Cheniere Energy Partners to Brookfield Asset Management’s infrastructure arm in a deal that will provide Blackstone’s energy investing group with a gain of roughly $5 billion.
"August 22, 2020 05:30 am ET",Coronavirus Further Complicates Shell’s Giant Floating Gas Project,Business,Shell spent billions of dollars developing a floating gas terminal five football fields long. The pandemic is posing a new problem: How to get workers safely back on site to start it back up.
"August 21, 2020 04:30 pm ET","Natural Gas Prices Are on Fire, but Producers Are Holding Back",Commodities,"Natural gas prices have shot up 66% since late June, and speculators are betting they will keep climbing. But the companies that control the country’s spigots aren’t so sure."
"August 21, 2020 09:21 am ET",Today’s Logistics Report: Fighting for a Port; Strife on Docks; Accelerating Technology,WSJ Logistics Report,Today’s Top Supply Chain & Logistics News.
"August 20, 2020 01:32 pm ET",Islamist Attacks in Mozambique Threaten to Disrupt Total-Led Natural-Gas Project,Logistics Report,"Fighting between Islamic extremist rebels and Mozambique’s army over a key port is threatening to disrupt the East African nation’s burgeoning natural-gas developments, including a multibillion-dollar project led by French energy giant Total."
"July 30, 2020 03:27 pm ET",Shell Swings to Historic Loss as Pandemic Devastates Oil Demand,Earnings,"Royal Dutch Shell swung to a heavy loss in the second quarter and warned that the outlook for oil-and-gas demand continued to be uncertain, illustrating the scale of the damage Covid-19 is wreaking on the industry."
"July 29, 2020 03:34 pm ET",Total Takes $8 Billion Write-Down on Weak Oil Outlook,Earnings,"The French energy giant is reducing the value of its Canadian oil-sand assets and LNG assets in Australia, citing higher costs and lower demand."
"July 27, 2020 09:57 am ET","Emerging and Growth Markets, July 25th 2020",Frontiers Blog,A weekly roundup of key news affecting emerging and growth markets from the Wall Street Journal and beyond.
"July 24, 2020 09:00 am ET",Shipyards’ Rebound Hopes Are Coming Up Empty,Shipping Matters,"Orders for new oceangoing ships are at record lows as carriers sit on the sidelines amid faltering trade demand during the pandemic and uncertainty over future ship-power technology."
"July 21, 2020 04:29 am ET",The Daily Shot: 20% of U.S. Labor Force Receives Unemployment Benefits,Dailyshot Blog,N/A
"July 7, 2020 03:18 pm ET",The World Can’t Take Much More Shale Gas,Gas Markets,"Natural-gas prices have bounced back from the 25-year low reached late last month, but analysts and traders don’t expect them to go much higher. At least until it is time to turn on the heat."
"July 5, 2020 04:52 pm ET",Companies Cancel Atlantic Coast Pipeline After Years of Delays,Business,Duke Energy and Dominion Energy are pulling the plug on the proposed $8 billion pipeline under the Appalachian Trail as companies continue to meet environmental opposition to new fossil fuel conduits in the U.S.
"July 5, 2020 12:00 pm ET",China Is Unlikely to Meet Purchase Targets for U.S. Energy,Economy,Economic fallout from the coronavirus pandemic has cast doubt on whether China can meet its targets to buy U.S. goods under this year’s trade deal—with energy emerging as the biggest casualty.
"July 2, 2020 12:47 pm ET",Shipowners Line up for Total’s Mozambique LNG Project,Logistics Report,Some of the world’s biggest shipowners are lining up to move natural gas from Mozambique as French energy giant Total moves ahead with its $23 billion East Africa liquefaction project.
"June 30, 2020 10:27 am ET","Shell Takes $22 Billion Write-Down, Expecting Lower Oil and Gas Prices",Commodities,Royal Dutch Shell is writing down the value of its assets by up to $22 billion because of lower energy prices following the demand-sapping coronavirus pandemic.
"June 15, 2020 06:20 am ET","As Turkey Shunned Russian Gas, Its Companies Amassed Debt",World,"A string of Turkish companies have accumulated debt of about $2 billion to Russian state energy giant PAO Gazprom, according to people familiar with the matter, liability that could hinder Ankara’s drive to reduce its reliance on Russian natural gas, in part by boosting imports from the U.S."
"June 15, 2020 06:03 am ET","The Daily Shot: Risk-Off Sentiment Is Back, as Concerns About COVID-19 Progress Resurface",Dailyshot Blog,N/A
"June 4, 2020 11:39 am ET",America’s Natural-Gas Woes Are Imported,Heard on the Street,Natural-gas inventories are bulging before summer has begun and neither domestic supply nor demand is the reason.
"June 3, 2020 05:39 am ET",The Daily Shot: Majority of U.S. Farmers Expect a Decline in Their Net Worth in the Next 12 Months,Dailyshot Blog,N/A
"May 31, 2020 07:00 am ET",Natural Gas Is Losing Its Shine for Ship Operators,Shipping Matters,"The pandemic is hitting the market for natural gas hard, undercutting hopes for a rich new vein for profits on the water. It is making the business of transporting liquefied natural gas look more like other sectors that have been sending operators of oceangoing cargo ships through wild peaks and valleys."
"May 28, 2020 03:32 pm ET",Global Glut Keeps a Lid on Natural-Gas Prices,Oil Markets,"Mild May weather has limited domestic demand, brimming storage facilities abroad have reduced exports and the flow from oil wells hasn’t declined by as much as expected."
"May 21, 2020 11:00 am ET",A Natural Gas Exec Turned His Colorado Ranch Into a ‘Mini Country Club.’ Now He’s Selling It for $220 Million.,Homes,"Egypt-born entrepreneur Charif Souki invested many millions into the 813-acre property, which includes a gym, a clubhouse and seven homes."
"May 19, 2020 04:51 am ET","The Daily Shot: Fund Managers Still Positioned Defensively, Fueling the Rally",Dailyshot Blog,N/A
"May 12, 2020 05:43 am ET",The Daily Shot: Tepid Signs of Stabilization in Economic Activity,Dailyshot Blog,N/A
"April 27, 2020 02:11 pm ET",Ship Orders Crash as Coronavirus Takes a Toll on Seaborne Trade,Logistics Report,"The economic fallout from coronavirus restrictions helped cut investment in shipbuilding to its lowest level in 11 years in the first quarter, with work at Asian shipyards nearly halted and owners holding back on orders as global demand for goods nosedived."
"April 21, 2020 03:03 pm ET",Shell Delays $1 Billion North Sea Development,Business,"Royal Dutch Shell has postponed its Jackdaw natural-gas field development in the North Sea, as energy companies slash spending in response to plummeting prices."
"April 20, 2020 05:30 am ET",Coronavirus Contract Disputes Start Hitting the Courts,U.S.,Companies are suspending or terminating business agreements by relying on a common but rarely invoked escape hatch in many commercial contracts.
"April 19, 2020 06:00 am ET",Fall of Natural Gas Prices Speeds Energy Shift in East Asia,Gas Markets,"When natural gas became as cheap as coal in the U.S., it spawned an energy transformation that drove many companies out of business while generating opportunities for others. East Asia’s biggest economies are now going through the same upheaval."
